Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
48.8,123.3,9.2,9.3,6.3,130.0,1,Bhuttan,+1
46.9,133.7,6.5,10.4,7.0,138.1,1,Bhuttan,+1
42.3,145.8,5.5,11.5,7.5,150.2,1,Bhuttan,+1
75.1,138.1,11.9,7.7,4.4,140.6,0,Assam,-1
46.1,167.7,10.0,3.6,4.4,170.9,0,Assam,-1
30.0,129.7,7.0,11.6,5.9,134.4,1,Bhuttan,+1
35.9,132.1,4.4,6.9,4.9,138.0,0,Bhuttan,+1
40.5,137.1,15.4,7.6,5.8,139.7,0,Assam,-1
44.2,160.5,12.5,7.9,5.2,163.0,0,Assam,-1
27.8,139.4,11.7,8.6,5.9,143.1,1,Bhuttan,+1
44.1,155.6,10.5,13.1,5.6,161.2,1,Bhuttan,+1
68.5,140.2,14.7,10.0,3.8,142.7,0,Assam,-1
40.7,133.4,13.1,6.7,5.0,135.9,0,Assam,-1
31.3,144.8,17.1,12.2,6.2,148.3,1,Bhuttan,+1
47.0,143.8,10.0,6.2,4.9,147.3,1,Bhuttan,+1
37.2,134.5,13.1,10.7,6.0,140.1,1,Bhuttan,+1
41.8,142.9,13.3,6.6,4.8,145.4,0,Assam,-1
35.6,160.8,3.8,6.6,6.1,163.3,0,Assam,-1
52.8,146.8,15.2,7.0,4.8,149.3,0,Assam,-1
56.3,140.7,11.4,6.6,5.9,143.2,0,Assam,-1
43.0,143.3,-0.3,7.1,5.2,147.2,1,Bhuttan,+1
41.5,166.6,10.0,8.2,5.9,170.2,0,Assam,-1
40.0,162.4,22.7,12.3,6.2,168.4,1,Bhuttan,+1
52.5,158.3,7.0,6.5,7.2,161.8,1,Bhuttan,+1
41.0,142.8,12.2,10.4,7.9,146.3,1,Bhuttan,+1
50.1,123.4,11.4,9.8,5.0,125.9,0,Assam,-1
14.1,135.6,-1.0,8.5,6.5,139.6,1,Bhuttan,+1
32.5,169.5,8.6,6.8,4.2,172.0,0,Assam,-1
23.5,149.2,13.9,6.2,4.1,152.3,0,Assam,-1
35.0,129.4,11.2,6.5,7.1,131.9,1,Assam,-1
37.7,148.3,5.9,10.1,7.2,151.8,0,Bhuttan,+1
63.5,139.3,3.7,8.1,5.1,141.8,0,Assam,-1
37.6,144.0,13.4,7.4,5.1,147.5,1,Bhuttan,+1
45.2,146.8,0.4,10.3,4.5,153.3,1,Bhuttan,+1
28.7,160.3,14.1,8.0,3.0,162.8,0,Assam,-1
80.2,139.8,12.0,6.9,4.6,142.3,0,Assam,-1
36.1,144.7,13.1,9.7,5.8,149.2,0,Assam,-1
33.1,128.9,3.1,7.0,5.9,133.2,1,Bhuttan,+1
33.3,140.5,10.9,8.2,5.8,148.2,1,Bhuttan,+1
47.4,151.6,7.8,8.5,5.6,154.1,0,Assam,-1
59.7,156.6,17.3,7.2,3.7,160.9,0,Assam,-1
54.2,153.5,11.6,7.5,6.0,156.0,0,Assam,-1
75.7,135.8,7.1,7.1,4.8,138.3,0,Assam,-1
59.3,147.9,16.6,11.7,5.6,151.4,0,Bhuttan,+1
43.5,134.7,4.1,5.5,6.3,139.7,1,Bhuttan,+1
36.6,143.6,15.7,5.5,5.8,147.7,0,Assam,-1
39.4,145.4,0.8,14.6,6.0,151.6,1,Bhuttan,+1
39.0,138.1,5.1,10.3,5.7,145.7,1,Bhuttan,+1
48.5,154.5,10.3,9.7,6.4,163.5,1,Bhuttan,+1
53.0,144.7,10.4,9.8,4.3,147.2,0,Assam,-1
55.3,136.6,7.8,6.6,5.8,139.1,0,Assam,-1
42.6,146.7,11.0,11.1,8.1,151.2,1,Bhuttan,+1
32.6,138.7,15.4,7.7,5.9,142.4,1,Bhuttan,+1
52.7,146.0,8.1,10.1,5.8,149.7,0,Assam,-1
57.4,149.3,6.1,12.4,4.2,154.2,1,Bhuttan,+1
23.9,158.2,13.9,11.2,5.8,160.7,0,Assam,-1
48.0,141.9,-0.7,8.9,6.7,145.6,1,Bhuttan,+1
44.3,152.1,17.2,9.1,5.4,154.6,0,Assam,-1
40.3,153.0,13.6,10.0,5.2,155.5,0,Assam,-1
52.8,150.9,13.5,10.9,5.6,154.4,1,Bhuttan,+1
41.3,129.6,10.8,8.7,5.1,132.1,0,Assam,-1
56.0,133.4,16.8,8.5,6.7,137.5,0,Assam,-1
63.6,142.5,14.0,8.6,6.0,145.0,0,Assam,-1
53.8,138.5,3.7,11.2,6.6,143.0,1,Bhuttan,+1
43.7,151.0,4.4,7.1,5.4,155.8,1,Bhuttan,+1
36.4,141.0,18.4,7.6,6.4,144.5,1,Bhuttan,+1
58.3,141.6,9.7,8.3,5.3,144.1,0,Assam,-1
44.7,141.3,16.1,10.0,6.4,144.8,1,Bhuttan,+1
50.6,158.2,6.8,7.1,5.9,160.7,0,Assam,-1
47.9,150.3,10.9,9.2,5.7,152.8,0,Assam,-1
50.3,146.5,19.5,11.9,6.6,149.0,0,Assam,-1
39.9,158.7,8.3,12.9,5.7,163.7,1,Bhuttan,+1
44.2,147.5,6.7,12.3,5.4,151.0,1,Bhuttan,+1
46.4,142.5,16.7,6.3,5.9,145.0,0,Assam,-1
47.6,139.1,7.8,8.8,4.4,141.6,0,Assam,-1
37.5,134.2,7.4,10.9,5.6,140.2,1,Bhuttan,+1
58.8,151.7,3.6,8.0,5.7,156.7,1,Bhuttan,+1
47.5,128.8,5.1,7.8,5.3,133.8,1,Bhuttan,+1
53.0,160.1,9.3,7.1,4.5,162.6,0,Assam,-1
40.2,145.7,22.0,7.5,5.6,150.4,1,Bhuttan,+1
34.1,172.6,2.2,12.9,6.9,176.1,1,Bhuttan,+1
38.0,128.0,8.4,7.7,6.8,132.4,1,Bhuttan,+1
37.9,163.1,20.3,13.5,4.6,169.8,1,Bhuttan,+1
54.0,135.1,11.3,10.4,5.8,137.6,1,Assam,-1
43.5,143.4,15.7,11.2,6.6,147.6,1,Bhuttan,+1
46.4,156.2,13.4,7.6,5.4,160.8,0,Assam,-1
28.3,139.5,14.7,6.5,5.6,142.2,0,Assam,-1
60.0,146.9,15.2,6.7,5.2,149.4,0,Assam,-1
61.5,133.4,11.9,9.9,5.4,136.3,0,Assam,-1
58.0,164.6,12.4,11.5,5.1,168.8,1,Bhuttan,+1
54.7,157.8,10.9,6.7,4.1,161.3,0,Assam,-1
50.0,151.6,13.0,9.6,4.5,155.6,1,Bhuttan,+1
44.2,158.5,4.0,9.8,6.1,162.0,1,Bhuttan,+1
27.4,128.9,3.2,10.7,6.7,134.8,1,Bhuttan,+1
39.8,139.6,13.1,7.2,5.1,142.1,0,Assam,-1
32.3,155.9,19.1,8.9,2.8,158.4,0,Assam,-1
40.6,129.1,7.5,9.6,5.6,136.5,1,Bhuttan,+1
47.2,161.6,21.8,8.1,4.4,165.1,1,Bhuttan,+1
55.5,148.9,12.4,9.2,5.0,151.4,0,Assam,-1
35.2,128.2,10.5,10.2,6.5,134.8,1,Bhuttan,+1
40.4,136.7,13.5,6.4,3.7,139.2,0,Assam,-1
48.3,142.4,6.4,7.6,5.9,144.9,0,Assam,-1
51.0,150.8,17.7,8.5,2.7,153.3,0,Assam,-1
23.4,138.1,8.3,8.5,5.5,144.2,1,Bhuttan,+1
40.0,139.6,16.0,5.9,3.9,142.1,1,Assam,-1
60.9,153.7,13.8,13.2,5.3,158.4,1,Bhuttan,+1
34.6,137.3,13.3,7.8,8.5,144.9,0,Bhuttan,+1
31.9,120.2,9.0,10.7,5.1,124.0,1,Bhuttan,+1
47.6,162.8,7.3,6.8,4.3,165.3,0,Assam,-1
42.2,151.3,12.0,10.3,6.6,154.8,1,Bhuttan,+1
39.3,143.4,6.3,11.9,6.6,147.8,1,Bhuttan,+1
36.4,138.4,9.5,7.7,4.8,144.5,1,Bhuttan,+1
49.7,132.9,5.2,11.0,7.4,140.2,0,Bhuttan,+1
47.3,169.7,15.6,8.3,5.2,172.2,0,Assam,-1
26.9,144.9,12.3,7.4,4.7,150.1,1,Bhuttan,+1
33.2,166.1,10.0,7.5,6.0,169.8,0,Assam,-1
54.9,142.4,11.7,8.5,3.6,144.9,0,Assam,-1
49.3,126.5,9.6,8.6,4.1,129.0,0,Assam,-1
63.0,159.7,9.9,5.1,5.0,162.2,0,Assam,-1
27.0,167.6,18.3,6.4,6.5,171.5,0,Assam,-1
54.4,154.9,13.7,13.4,5.7,158.4,1,Bhuttan,+1
42.6,142.1,8.8,9.4,5.1,148.5,1,Bhuttan,+1
30.5,141.7,6.3,8.5,6.9,145.2,1,Bhuttan,+1
35.7,145.9,10.1,7.1,5.1,149.4,1,Bhuttan,+1
70.2,147.5,7.2,8.0,4.7,150.0,0,Assam,-1
62.5,144.2,8.7,11.0,6.3,148.7,1,Bhuttan,+1
47.5,169.0,13.2,5.6,4.0,171.5,0,Assam,-1
30.2,146.9,6.1,6.6,5.7,151.1,0,Assam,-1
37.8,153.3,11.4,9.0,5.0,155.8,0,Assam,-1
43.1,152.8,11.1,9.8,5.3,155.3,0,Assam,-1
76.2,118.1,12.4,7.1,6.1,120.6,1,Assam,-1
54.8,147.6,2.8,10.9,6.7,151.1,0,Bhuttan,+1
46.6,138.2,10.0,11.1,7.2,141.7,1,Bhuttan,+1
24.4,153.6,18.8,7.2,5.2,156.1,0,Assam,-1
44.6,142.2,21.8,8.9,8.6,145.7,1,Bhuttan,+1
34.1,138.6,10.0,9.5,6.2,144.1,1,Bhuttan,+1
43.9,149.9,11.8,5.7,4.9,152.9,0,Assam,-1
33.1,124.7,13.9,8.6,5.3,127.2,0,Assam,-1
53.6,158.7,12.9,6.1,6.9,161.2,0,Assam,-1
56.8,166.1,10.6,9.6,5.8,174.1,1,Bhuttan,+1
50.7,132.5,12.0,7.6,4.4,135.0,0,Assam,-1
38.0,130.0,5.8,10.5,5.8,137.7,1,Bhuttan,+1
36.6,136.8,6.3,13.2,6.8,141.0,1,Bhuttan,+1
31.6,132.7,5.0,8.3,6.0,138.5,1,Bhuttan,+1
57.6,157.3,19.0,7.3,1.9,159.8,0,Assam,-1
36.8,134.0,4.7,11.3,5.6,138.3,1,Bhuttan,+1
23.3,126.9,12.1,9.9,7.6,133.3,1,Bhuttan,+1
41.9,137.8,4.7,9.2,5.7,144.5,0,Bhuttan,+1
51.4,150.7,15.2,9.9,3.8,153.2,0,Assam,-1
42.4,164.4,4.0,10.9,4.8,172.0,1,Bhuttan,+1
40.5,147.2,-0.8,8.4,7.4,150.7,1,Bhuttan,+1
51.4,148.9,13.3,10.9,7.8,154.2,0,Bhuttan,+1
48.7,138.9,5.2,7.7,5.3,141.9,0,Assam,-1
39.8,145.3,14.4,10.0,6.0,149.0,1,Bhuttan,+1
41.6,138.5,15.1,7.7,5.5,142.0,1,Bhuttan,+1
51.5,150.9,11.7,7.3,5.3,156.1,0,Assam,-1
51.0,154.0,14.5,9.1,5.1,161.7,1,Bhuttan,+1
43.9,161.4,2.3,7.1,6.0,163.9,0,Assam,-1
43.8,150.7,9.6,9.2,5.5,157.5,1,Bhuttan,+1
34.6,131.0,5.6,8.8,6.5,134.5,1,Bhuttan,+1
68.4,154.0,10.3,8.4,5.3,156.5,0,Assam,-1
42.2,141.7,4.8,11.7,5.6,145.2,1,Bhuttan,+1
39.9,152.3,1.0,8.2,6.8,156.2,1,Bhuttan,+1
43.5,156.3,1.7,10.4,5.6,159.8,1,Bhuttan,+1
52.7,127.9,10.8,6.5,6.0,130.4,0,Assam,-1
25.3,130.6,11.8,7.7,4.6,133.1,0,Assam,-1
36.3,160.9,11.8,7.2,5.0,165.1,0,Assam,-1
48.8,152.3,8.2,8.0,5.8,154.8,0,Assam,-1
36.9,132.1,-0.1,10.2,6.0,139.5,1,Bhuttan,+1
54.4,147.0,11.9,10.3,7.5,150.5,1,Bhuttan,+1
40.0,158.9,2.8,7.3,6.1,161.4,0,Assam,-1
44.0,137.2,3.6,8.8,4.9,141.7,1,Bhuttan,+1
52.6,158.6,13.8,6.6,5.8,161.1,0,Assam,-1
39.6,151.0,19.7,5.9,4.8,153.5,0,Assam,-1
45.2,114.7,13.9,5.8,3.7,117.2,0,Assam,-1
28.5,167.8,14.0,8.6,5.3,170.3,0,Assam,-1
32.1,121.7,12.9,11.3,7.2,128.3,1,Bhuttan,+1
63.2,150.4,13.2,9.0,4.1,152.9,0,Assam,-1
54.8,163.6,13.6,9.3,5.0,170.0,1,Bhuttan,+1
33.2,136.7,10.5,10.1,6.6,140.2,1,Bhuttan,+1
53.4,144.6,1.3,7.0,3.7,147.1,0,Assam,-1
55.6,158.1,11.7,7.0,4.8,164.8,1,Bhuttan,+1
58.2,165.6,0.3,6.9,4.3,168.1,0,Assam,-1
56.4,137.0,6.9,5.9,6.4,140.0,0,Assam,-1
51.8,142.3,13.0,8.1,5.0,145.8,1,Bhuttan,+1
50.3,150.9,7.9,12.9,6.4,155.9,1,Bhuttan,+1
37.3,121.0,3.2,11.0,4.9,127.3,1,Bhuttan,+1
33.1,150.4,13.7,10.9,4.7,157.0,1,Bhuttan,+1
34.5,154.1,6.6,9.9,4.9,159.9,1,Bhuttan,+1
47.3,153.7,21.6,7.7,4.2,156.2,1,Assam,-1
25.2,162.2,21.3,8.7,6.0,164.7,0,Assam,-1
43.5,149.0,0.5,9.1,7.1,152.5,1,Bhuttan,+1
45.3,125.6,15.3,5.8,3.7,128.4,1,Assam,-1
54.7,141.5,3.6,9.2,6.4,144.9,0,Assam,-1
18.1,122.1,7.1,9.4,4.4,128.5,1,Bhuttan,+1
36.2,126.0,4.5,8.4,6.0,130.1,1,Bhuttan,+1
53.0,149.5,10.2,8.3,8.5,154.9,1,Bhuttan,+1
41.6,156.0,15.5,9.6,5.6,163.6,1,Bhuttan,+1
49.8,143.9,7.2,8.3,7.2,146.4,0,Assam,-1
66.5,142.7,14.2,7.9,5.9,145.2,0,Assam,-1
44.8,138.5,12.3,9.1,3.9,144.1,1,Bhuttan,+1
58.5,150.5,17.6,8.4,7.2,154.0,1,Bhuttan,+1
42.4,154.5,8.7,5.2,7.6,157.0,0,Assam,-1
55.0,129.7,12.6,8.5,5.5,132.2,0,Assam,-1
44.3,131.3,17.8,9.2,8.9,137.7,1,Bhuttan,+1
29.1,167.0,7.0,3.4,4.0,169.5,0,Assam,-1
55.4,140.6,9.3,12.0,7.2,148.0,1,Bhuttan,+1
48.7,155.9,18.6,5.0,5.1,158.4,0,Assam,-1
39.7,145.8,10.9,7.0,6.5,149.3,1,Bhuttan,+1
42.5,144.0,9.4,9.4,5.6,147.5,0,Assam,-1
62.8,155.4,4.6,8.9,6.1,158.9,1,Bhuttan,+1
60.0,136.6,17.2,7.0,4.1,139.1,0,Assam,-1
24.3,168.6,8.8,9.5,4.6,171.1,0,Assam,-1
27.7,145.9,11.4,11.0,5.3,151.2,1,Bhuttan,+1
51.9,137.2,5.4,10.4,3.8,143.4,1,Bhuttan,+1
52.4,156.2,13.0,8.6,4.3,158.7,0,Assam,-1
28.0,141.8,6.6,8.6,6.1,144.3,0,Assam,-1
56.4,142.4,9.0,7.3,4.6,147.0,1,Bhuttan,+1
57.6,143.6,18.9,7.5,5.4,146.1,0,Assam,-1
37.6,144.8,11.6,6.9,4.8,147.3,0,Assam,-1
39.0,145.2,11.7,6.9,2.4,147.7,0,Assam,-1
47.3,148.0,11.1,6.7,3.5,150.5,0,Assam,-1
58.0,148.4,20.1,9.1,5.3,150.9,0,Assam,-1
53.5,154.1,14.7,7.9,3.5,156.6,0,Assam,-1
53.1,146.8,6.3,7.6,5.8,149.3,0,Assam,-1
53.8,147.1,9.8,9.4,6.4,151.1,1,Bhuttan,+1
49.1,148.1,0.8,9.4,6.4,155.4,1,Bhuttan,+1
48.5,158.8,13.4,10.5,6.9,164.0,1,Bhuttan,+1
52.5,154.9,15.0,9.1,4.4,157.4,0,Assam,-1
43.2,132.3,-0.1,12.0,6.6,135.8,1,Bhuttan,+1
54.3,139.5,7.4,8.9,6.4,143.1,1,Bhuttan,+1
46.3,155.1,17.1,9.2,5.4,160.0,1,Bhuttan,+1
42.0,144.1,11.9,9.3,5.8,148.9,1,Bhuttan,+1
52.6,138.0,6.0,7.5,5.3,140.5,0,Assam,-1
48.5,162.7,9.6,7.3,5.0,165.6,0,Assam,-1
51.5,155.1,17.1,11.2,4.1,157.6,0,Assam,-1
66.2,161.2,9.3,8.4,5.1,163.7,0,Assam,-1
26.0,128.2,6.9,9.3,6.2,133.9,1,Bhuttan,+1
41.7,142.3,4.6,10.0,7.4,147.3,1,Bhuttan,+1
46.2,150.1,9.4,7.5,7.9,153.8,1,Bhuttan,+1
27.1,142.4,6.3,8.1,4.7,145.9,1,Bhuttan,+1
42.5,152.9,8.9,7.4,7.8,155.4,1,Assam,-1
54.8,150.3,2.4,8.4,4.2,153.2,0,Assam,-1
56.3,143.3,14.0,8.3,5.0,145.8,0,Assam,-1
42.8,161.8,11.7,9.3,6.1,165.1,0,Assam,-1
45.5,127.6,11.9,10.9,5.2,130.1,1,Assam,-1
47.8,140.3,4.0,11.0,6.5,143.8,1,Bhuttan,+1
37.7,155.2,10.1,6.7,3.3,157.7,1,Assam,-1
43.5,126.9,6.7,6.8,5.6,132.3,1,Bhuttan,+1
40.9,148.8,10.6,8.5,5.0,154.2,1,Bhuttan,+1
43.9,151.3,10.5,8.9,5.7,156.0,1,Bhuttan,+1
51.3,136.4,13.9,9.8,5.6,139.9,1,Bhuttan,+1
41.3,143.9,17.2,7.8,7.2,149.0,1,Bhuttan,+1
47.0,157.6,7.0,11.9,5.5,162.7,1,Bhuttan,+1
38.3,151.0,20.9,10.2,7.6,154.6,1,Bhuttan,+1
40.2,122.1,6.3,9.6,6.5,128.2,1,Bhuttan,+1
34.3,132.1,10.8,7.9,5.6,135.0,0,Assam,-1
49.8,169.6,20.2,3.9,5.0,173.1,1,Bhuttan,+1
53.9,137.4,10.4,5.7,5.7,139.9,0,Assam,-1
40.2,150.6,14.5,7.4,5.7,153.1,0,Assam,-1
46.7,143.7,11.0,8.0,5.3,146.2,0,Assam,-1
40.8,135.5,9.3,9.3,6.4,139.0,1,Bhuttan,+1
46.1,142.0,6.4,6.7,4.7,144.5,0,Assam,-1
47.7,147.8,5.0,8.7,5.4,153.5,1,Bhuttan,+1
33.4,146.3,-2.3,6.1,4.8,152.0,1,Bhuttan,+1
56.5,150.6,11.4,9.0,8.0,154.6,1,Bhuttan,+1
39.4,141.6,11.7,8.9,3.9,146.2,0,Assam,-1
42.9,148.1,13.7,7.8,3.1,150.6,0,Assam,-1
37.3,123.5,12.6,8.8,7.7,128.2,1,Bhuttan,+1
38.1,142.2,12.0,12.2,5.1,145.7,1,Bhuttan,+1
38.7,158.4,13.8,10.2,5.2,164.2,1,Bhuttan,+1
58.7,155.6,6.9,7.3,5.5,158.1,0,Assam,-1
36.2,148.9,9.3,8.8,3.4,151.4,0,Assam,-1
61.1,127.7,13.6,8.7,5.3,130.2,0,Assam,-1
46.9,127.9,12.3,9.6,3.4,130.4,0,Assam,-1
36.3,136.0,11.6,10.0,6.2,139.5,1,Bhuttan,+1
68.4,158.8,18.4,7.8,7.0,163.2,0,Bhuttan,+1
51.3,147.8,7.1,8.6,6.5,150.3,0,Assam,-1
43.7,147.4,7.4,10.7,7.0,151.7,1,Bhuttan,+1
41.7,148.0,7.4,7.7,4.6,150.5,0,Assam,-1
23.9,144.7,11.5,10.4,5.7,148.9,1,Bhuttan,+1
32.6,159.9,17.5,9.8,6.8,164.4,0,Assam,-1
63.4,143.8,13.0,7.7,6.7,147.6,1,Bhuttan,+1
65.6,137.9,10.7,7.6,6.3,140.4,0,Assam,-1
48.6,157.1,12.6,8.8,5.3,159.6,0,Assam,-1
68.5,158.1,11.8,9.2,4.7,161.6,1,Bhuttan,+1
47.2,150.0,4.6,10.6,7.1,155.1,1,Bhuttan,+1
35.7,126.9,7.1,7.7,6.7,134.8,1,Bhuttan,+1
44.4,144.8,11.1,9.4,4.6,150.7,1,Bhuttan,+1
55.7,146.9,11.2,6.8,6.7,149.4,0,Assam,-1
41.8,138.4,18.3,8.1,5.9,144.9,1,Bhuttan,+1
47.0,124.1,9.4,8.7,5.8,127.3,0,Assam,-1
43.3,107.7,2.2,11.3,6.5,115.8,0,Bhuttan,+1
50.2,138.2,21.7,8.8,5.7,142.1,0,Assam,-1
37.1,142.5,8.7,6.5,7.0,146.4,0,Bhuttan,+1
42.8,148.3,12.6,9.2,5.5,150.8,0,Assam,-1
47.7,142.5,15.4,12.7,6.4,148.0,1,Bhuttan,+1
45.8,131.6,7.1,10.5,4.7,140.8,1,Bhuttan,+1
36.7,164.8,2.0,8.4,6.6,168.3,0,Assam,-1
42.5,159.9,9.0,14.8,4.4,164.9,1,Bhuttan,+1
34.1,165.0,16.6,10.6,5.1,167.5,0,Assam,-1
38.3,154.7,20.1,9.0,5.9,157.2,0,Assam,-1
56.4,133.5,10.5,8.6,6.0,136.3,0,Assam,-1
58.3,137.2,18.7,6.5,3.8,139.7,1,Assam,-1
46.4,137.8,12.0,8.8,5.7,141.3,1,Bhuttan,+1
57.6,142.0,12.1,5.9,7.0,144.5,0,Assam,-1
55.5,154.0,13.8,9.1,6.6,157.5,1,Bhuttan,+1
46.3,140.2,5.3,9.2,5.3,144.7,1,Bhuttan,+1
61.5,133.9,12.2,9.0,6.2,136.4,1,Assam,-1
49.0,161.3,18.0,8.1,3.5,163.8,0,Assam,-1
30.3,156.0,12.7,12.8,4.1,158.5,0,Assam,-1
43.5,136.9,6.5,8.0,5.3,139.4,0,Assam,-1
32.9,149.5,10.0,7.6,6.6,153.9,1,Bhuttan,+1
35.3,138.6,10.3,7.0,6.6,141.1,0,Assam,-1
51.0,168.2,6.7,11.4,6.8,173.5,1,Bhuttan,+1
44.6,123.3,8.7,9.1,5.9,125.8,0,Assam,-1
54.3,134.8,8.0,9.5,6.9,139.8,1,Bhuttan,+1
43.0,137.4,8.1,10.4,6.8,140.9,1,Bhuttan,+1
51.1,141.6,8.9,7.6,5.1,144.9,0,Assam,-1
76.8,134.6,11.0,8.0,4.3,137.6,0,Assam,-1
48.6,123.0,10.3,7.7,3.1,125.5,1,Assam,-1
66.5,132.8,12.5,7.0,5.5,135.3,0,Assam,-1
40.0,153.5,7.5,8.8,5.5,156.0,0,Assam,-1
24.8,132.7,-0.0,9.1,4.8,140.8,1,Bhuttan,+1
34.2,137.1,-2.8,8.9,5.7,140.6,1,Bhuttan,+1
32.6,142.3,22.0,9.8,5.6,150.4,1,Bhuttan,+1
58.3,155.7,14.7,7.7,3.9,158.2,0,Assam,-1
33.9,133.0,8.9,9.8,7.0,139.3,0,Bhuttan,+1
40.5,136.2,12.6,7.5,4.5,139.7,1,Bhuttan,+1
64.4,146.8,2.9,11.9,5.8,151.9,1,Bhuttan,+1
58.8,124.3,12.7,7.4,7.0,129.2,0,Assam,-1
47.5,142.8,10.0,10.4,2.9,147.0,1,Assam,-1
45.8,138.6,14.6,5.5,4.8,141.1,0,Assam,-1
44.0,129.7,4.5,9.7,6.2,134.8,1,Bhuttan,+1
51.5,148.9,11.0,6.8,3.6,151.4,0,Assam,-1
25.8,159.8,0.1,11.0,6.3,165.5,1,Bhuttan,+1
46.7,143.6,11.2,6.5,5.3,147.1,1,Bhuttan,+1
77.3,144.6,15.6,10.4,4.7,147.1,0,Assam,-1
39.1,153.6,0.9,11.2,8.7,158.1,1,Bhuttan,+1
21.7,142.2,20.1,8.1,5.0,147.5,1,Bhuttan,+1
49.4,139.7,18.0,12.7,5.6,147.0,0,Bhuttan,+1
46.7,124.3,12.6,8.8,6.5,129.1,0,Assam,-1
30.8,138.7,18.5,7.1,4.3,141.2,0,Assam,-1
38.6,138.6,5.6,7.4,5.1,141.1,0,Assam,-1
33.0,156.8,6.8,11.0,7.3,160.3,1,Bhuttan,+1
43.7,145.5,13.8,10.4,6.0,152.7,1,Bhuttan,+1
43.5,139.0,5.6,11.1,7.1,142.5,1,Bhuttan,+1
53.5,154.8,9.9,6.9,5.7,158.3,1,Bhuttan,+1
53.0,136.2,10.8,8.1,5.7,138.7,1,Assam,-1
52.2,147.9,15.2,8.0,3.4,150.4,0,Assam,-1
38.9,143.6,13.9,4.8,5.1,147.1,1,Bhuttan,+1
43.7,133.6,11.1,8.7,6.6,136.1,0,Assam,-1
57.7,150.9,11.0,7.9,7.0,154.8,1,Bhuttan,+1
48.3,137.7,15.9,10.8,7.4,142.9,1,Bhuttan,+1
37.0,143.5,16.8,9.0,5.8,147.8,1,Bhuttan,+1
40.5,166.6,9.4,7.0,5.4,169.1,0,Assam,-1
47.7,142.0,14.7,6.0,5.2,144.5,0,Assam,-1
64.7,137.9,23.0,6.2,4.8,140.4,0,Assam,-1
47.8,124.8,11.1,6.9,3.9,129.5,0,Assam,-1
53.7,144.9,14.6,10.6,6.0,148.4,1,Bhuttan,+1
51.0,160.0,4.0,10.0,5.4,165.5,1,Bhuttan,+1
52.9,147.8,17.3,6.9,4.0,150.3,1,Assam,-1
54.0,130.4,11.9,7.7,5.7,132.9,0,Assam,-1
44.1,139.9,20.1,13.1,4.7,143.4,1,Bhuttan,+1
33.7,143.7,8.7,13.3,5.2,147.2,1,Bhuttan,+1
33.3,160.6,7.2,6.3,4.8,163.1,0,Assam,-1
43.4,133.6,-2.2,11.4,6.4,139.4,0,Bhuttan,+1
61.9,148.2,10.3,9.6,7.0,150.7,0,Assam,-1
31.1,155.2,12.6,10.2,5.6,158.8,1,Bhuttan,+1
54.5,140.8,5.0,8.1,6.3,143.3,0,Assam,-1
42.0,120.4,9.9,5.8,6.6,124.3,1,Bhuttan,+1
30.4,134.6,9.7,9.4,4.8,137.1,0,Assam,-1
41.1,143.2,7.0,11.3,5.0,148.9,1,Bhuttan,+1
44.0,134.9,7.3,13.0,7.0,142.2,0,Bhuttan,+1
37.7,141.9,11.9,9.8,7.2,145.4,1,Bhuttan,+1
40.2,140.9,-0.9,9.1,5.7,146.3,1,Bhuttan,+1
40.3,135.9,13.9,7.8,5.7,138.4,0,Assam,-1
31.6,125.6,3.7,14.4,4.3,130.6,1,Bhuttan,+1
44.8,128.4,1.1,3.7,6.3,134.6,1,Bhuttan,+1
54.3,146.5,0.9,8.3,6.0,150.7,1,Bhuttan,+1
46.0,158.1,20.9,11.9,5.8,165.1,1,Bhuttan,+1
39.7,159.3,19.3,8.5,5.1,161.8,0,Assam,-1
40.7,148.0,1.7,12.8,4.2,151.5,1,Bhuttan,+1
42.9,147.2,17.1,12.9,5.2,151.1,1,Bhuttan,+1
43.8,147.7,15.5,8.2,4.9,150.2,0,Assam,-1
48.4,164.7,11.3,10.6,4.1,167.2,0,Assam,-1
56.0,160.8,11.1,11.5,4.9,164.3,1,Bhuttan,+1
45.9,145.4,10.2,8.7,6.3,147.9,0,Assam,-1
48.8,161.7,18.0,6.7,4.9,164.2,1,Assam,-1
49.5,152.1,8.0,6.1,6.1,155.6,1,Bhuttan,+1
54.8,138.7,-2.5,8.3,6.3,143.1,1,Bhuttan,+1
46.2,142.8,11.3,8.2,4.0,146.4,0,Assam,-1
26.8,145.1,10.8,6.2,4.9,149.0,1,Bhuttan,+1
54.7,150.0,10.9,7.0,5.3,152.5,0,Assam,-1
22.8,150.8,21.5,9.4,6.3,153.3,0,Assam,-1
55.9,150.7,8.0,7.3,6.7,153.2,0,Assam,-1
52.7,161.7,15.8,8.8,4.6,164.2,0,Assam,-1
29.2,131.1,4.3,8.7,7.8,138.5,1,Bhuttan,+1
37.8,130.8,3.8,10.4,5.0,135.1,1,Bhuttan,+1
54.7,133.0,5.4,14.1,6.5,139.5,1,Bhuttan,+1
18.0,135.4,7.2,10.7,7.0,142.7,0,Bhuttan,+1
12.6,166.7,13.7,5.8,2.2,169.2,0,Assam,-1
54.4,153.9,-1.0,8.8,7.6,157.4,1,Bhuttan,+1
